School Code Adjusted,School Name,Phone,Start Time,End Time,Type,Notes,Level,Registration link
275660,Coleridge-Taylor,,12/3/2025 10:00 AM,,School Tour,,Elementary,
275660,Coleridge-Taylor,,12/10/2025 10:00 AM,,School Tour,,Elementary,
275660,Coleridge-Taylor,,12/17/2025 10:00 AM,,School Tour,,Elementary,
275060,Coral Ridge Elementary,(502) 485-8234,,,School Tour,,Elementary,
275092,Crums Lane Elementary,(502) 485-8236,,,School Tour,,Elementary,
275082,Dixie Elementary,(502) 485-8238,,,School Tour,,Elementary,
275156,Dunn Elementary,(502) 485-8240,,,School Tour,"Tours are  9/9, 10/10, 11/6, 12/5 ",Elementary,
275131,Eisenhower Elementary,(502) 485-8244,,,School Tour,,Elementary,
275010,Fairdale Elementary,(502) 485-8247,,,School Tour,,Elementary,
275212,Farmer Elementary,,10/28/2025 10:15 AM,,School Tour,,Elementary,
275212,Farmer Elementary,,11/13/2025 10:15 AM,,School Tour,,Elementary,
275011,Fern Creek Elementary,(502) 485-8250,11/13/2025 10:15 AM,,School Tour,Call to schedule alternate day,Elementary,
275250,Field Elementary,(502) 485-8252,,,School Tour,,Elementary,
275270,Foster Traditional Academy,(502) 485-8253,,,School Tour,,Elementary,
275290,Frayser Elementary,(502) 485-8255,,,School Tour,,Elementary,
275061,Goldsmith Elementary,(502) 485-8258,,,School Tour,,Elementary,
275013,Greathouse/Shryock Traditional Elementary,,10/29/2025 10:00 AM,10/29/2025 11:00 AM,School Tour,,Elementary,
275013,Greathouse/Shryock Traditional Elementary,,11/6/2025 1:00 PM,11/6/2025 2:00 PM,School Tour,,Elementary,
275013,Greathouse/Shryock Traditional Elementary,,11/10/2025 10:00 AM,11/10/2025 11:00 AM,School Tour,,Elementary,
275013,Greathouse/Shryock Traditional Elementary,,12/2/2025 5:00 PM,12/2/2025 6:00 PM,School Tour,,Elementary,
275014,Greenwood Elementary,(502) 485-8260,,,School Tour,,Elementary,
275115,Gutermuth Elementary,(502) 485-8261,,,School Tour,,Elementary,
275121,Hartstern Elementary,(502) 485-8262,,,School Tour,,Elementary,
275048,Hawthorne Elementary,,11/6/2025 5:00 PM,11/6/2025 6:00 PM,School Tour,,Elementary,
275048,Hawthorne Elementary,,11/11/2025 9:30 AM,11/11/2025 10:30 AM,School Tour,,Elementary,
275048,Hawthorne Elementary,,12/4/2025 9:30 AM,12/4/2025 10:30 AM,School Tour,,Elementary,
275048,Hawthorne Elementary,,12/9/2025 5:00 PM,12/9/2025 6:00 PM,School Tour,,Elementary,
275300,Hazelwood Elementary,(502) 485-8264,,,School Tour,,Elementary,
275095,Hite Elementary,,11/3/2025 11:30 AM,11/3/2025 1:00 PM,School Tour,,Elementary,
275076,Indian Trail Elementary,(502) 485-8268,,,School Tour,,Elementary,
2751651,J. Graham Brown School,,11/7/2025 8:30 AM,,School Tour,,Elementary,
2751651,J. Graham Brown School,,11/11/2025 8:30 AM,,School Tour,,Elementary,
2751651,J. Graham Brown School,,11/18/2025 8:30 AM,,School Tour,,Elementary,
2751651,J. Graham Brown School,,12/5/2025 8:30 AM,,School Tour,,Elementary,
2751651,J. Graham Brown School,,12/17/2025 8:30 AM,,School Tour,,Elementary,
275325,Jacob Elementary,(502) 485-8271,,,School Tour,,Elementary,
275166,Jeffersontown Elementary,(502) 485-8274,,,School Tour,,Elementary,
275106,Johnsontown Road Elementary,(502) 485-8278,,,School Tour,,Elementary,
275720,Kennedy Elementary,(502) 485-8280,,,School Tour,,Elementary,
275059,Kenwood Elementary,(502) 485-8283,,,School Tour,,Elementary,
275079,Kerrick Elementary,(502) 485-8284,,,School Tour,,Elementary,
275432,King Elementary,,11/6/2025 5:00 PM,11/6/2025 6:30 PM,School Tour,,Elementary,
275134,Klondike Lane Elementary,(502) 485-8286,,,School Tour,Tours are 8/15-12/20,Elementary,
275145,Laukhuf Elementary,(502) 485-8289,,,School Tour,Tours are 10/27-12/12,Elementary,
275126,Layne Elementary,(502) 485-8290,,,School Tour,Tours are October-April,Elementary,
275520,Lincoln Elementary Performing Arts School,,10/27/2025 6:00 PM,,School Tour,,Elementary,
275520,Lincoln Elementary Performing Arts School,,11/18/2025 6:00 PM,,School Tour,,Elementary,
275146,Lowe Elementary,(502) 485-8293,,,School Tour,"Tours are 10/28, 10/29, 117, 11/14, and 12/5 ",Elementary,
275107,Luhr Elementary,(502) 485-8295,,,School Tour,,Elementary,
275480,Maupin Elementary,,11/19/2025 10:30 AM,11/19/2025 11:00 AM,School Tour,,Elementary,
275440,McFerran Preparatory Academy,(502) 485-8297,,,School Tour,Tours are 10:30-11:30 AM,Elementary,
275022,Medora Elementary,(502) 485-8298,,,School Tour,Tours are 10:30 AM-3:30 PM,Elementary,
275024,Middletown Elementary,(502) 485-8300,10/28/2025 10:30 AM,10/28/2025 11:30 AM,School Tour,Or call to schedule alternate day,Elementary,
275147,Mill Creek Elementary,(502) 485-8301,,,School Tour,,Elementary,
275099,Minors Lane Elementary,(502) 485-8303,,,School Tour,,Elementary,
275371,Norton Commons Elementary,(502) 485-8367,10/28/2025 10:45 AM,10/28/2025 11:45 AM,School Tour,Or call to schedule alternate day,Elementary,
275371,Norton Commons Elementary,(502) 485-8367,10/28/2025 3:00 PM,10/28/2025 4:00 PM,School Tour,Or call to schedule alternate day,Elementary,
275371,Norton Commons Elementary,(502) 485-8367,10/30/2025 8:00 AM,10/30/2025 9:00 AM,School Tour,Or call to schedule alternate day,Elementary,
275371,Norton Commons Elementary,(502) 485-8367,10/30/2025 5:00 PM,10/30/2025 6:00 PM,School Tour,Or call to schedule alternate day,Elementary,
275096,Norton Elementary,,10/30/2025 8:30 AM,10/30/2025 10:00 AM,School Tour,,Elementary,
275096,Norton Elementary,,11/5/2025 8:30 AM,11/5/2025 10:00 AM,School Tour,,Elementary,
275027,Okolona Elementary,(502) 485-8309,,,School Tour,,Elementary,
275182,Perry Elementary,(502) 485-8348,,,School Tour,,Elementary,
275500,Portland Elementary,(502) 485-8313,,,School Tour,,Elementary,
275128,Price Elementary,(502) 485-8315,,,School Tour,,Elementary,
275081,Rangeland Elementary,(502) 485-8317,,,School Tour,,Elementary,
275560,Rutherford Elementary,(502) 485-8320,,,School Tour,,Elementary,
275086,Sanders Elementary,(502) 485-8322,,,School Tour,,Elementary,
275063,Schaffner Traditional Elementary,(502) 485-8217,,,School Tour,Tours are 10/27-12/12,Elementary,
275580,Semple Elementary,(502) 485-8324,,,School Tour,,Elementary,
275097,Shacklette Elementary,(502) 485-8325,,,School Tour,,Elementary,
275610,Shelby Academy,(502) 485-8327,,,School Tour,,Elementary,
275103,Slaughter Elementary,(502) 485-8328,,,School Tour,,Elementary,
275087,Smyrna Elementary,(502) 485-8329,,,School Tour,Tours are 10/27-12/12,Elementary,
275064,St. Matthews Elementary,,11/10/2025 8:00 AM,,School Tour,,Elementary,
275064,St. Matthews Elementary,,11/18/2025 8:00 AM,,School Tour,,Elementary,
275064,St. Matthews Elementary,,12/4/2025 8:00 AM,,School Tour,,Elementary,
275071,Stonestreet Elementary,(502) 485-8333,,,School Tour,,Elementary,
275211,Stopher Elementary,,9/18/2025 10:00 AM,9/18/2025 11:00 AM,School Tour,,Elementary,[Register via this Link](https://www.signupgenius.com/go/10C0C48A8AE2FA6F5C43-50739498-stopher#/)
275211,Stopher Elementary,,10/14/2025 10:00 AM,10/14/2025 11:00 AM,School Tour,,Elementary,[Register via this Link](https://www.signupgenius.com/go/10C0C48A8AE2FA6F5C43-50739498-stopher#/)
275211,Stopher Elementary,,10/16/2025 10:00 AM,10/16/2025 11:00 AM,School Tour,,Elementary,[Register via this Link](https://www.signupgenius.com/go/10C0C48A8AE2FA6F5C43-50739498-stopher#/)
275211,Stopher Elementary,,11/18/2025 10:00 AM,11/18/2025 11:00 AM,School Tour,,Elementary,[Register via this Link](https://www.signupgenius.com/go/10C0C48A8AE2FA6F5C43-50739498-stopher#/)
275211,Stopher Elementary,,12/9/2025 10:00 AM,12/9/2025 11:00 AM,School Tour,,Elementary,[Register via this Link](https://www.signupgenius.com/go/10C0C48A8AE2FA6F5C43-50739498-stopher#/)
275211,Stopher Elementary,,12/16/2025 10:00 AM,12/16/2025 11:00 AM,School Tour,,Elementary,[Register via this Link](https://www.signupgenius.com/go/10C0C48A8AE2FA6F5C43-50739498-stopher#/)
275104,Trunnell Elementary,(502) 485-8337,,,School Tour,,Elementary,
275016,Tully Elementary,,11/11/2025 9:00 AM,,School Tour,,Elementary,
275016,Tully Elementary,,11/13/2025 9:00 AM,,School Tour,,Elementary,
275016,Tully Elementary,,11/18/2025 9:00 AM,,School Tour,,Elementary,
275016,Tully Elementary,,12/2/2025 9:00 AM,,School Tour,,Elementary,
275016,Tully Elementary,,12/4/2025 9:00 AM,,School Tour,,Elementary,
275072,Watterson Elementary,(502) 485-8342,10/11/2025 8:30 AM,,School Tour,,Elementary,
275116,Wellington Elementary,(502) 485-8343,,,School Tour,,Elementary,
275109,Wheeler Elementary,,10/30/2025 8:30 AM,,School Tour,,Elementary,
275109,Wheeler Elementary,,11/14/2025 8:30 AM,,School Tour,,Elementary,
275109,Wheeler Elementary,,11/12/2025 8:30 AM,,School Tour,,Elementary,
275109,Wheeler Elementary,,12/9/2025 8:30 AM,,School Tour,,Elementary,
275109,Wheeler Elementary,,12/17/2025 8:30 AM,,School Tour,,Elementary,
275067,Wilder Elementary,,10/30/2025 8:30 AM,10/30/2025 9:30 AM,School Tour,,Elementary,
275067,Wilder Elementary,,11/12/2025 8:30 AM,11/12/2025 9:30 AM,School Tour,,Elementary,
275067,Wilder Elementary,,11/24/2025 8:30 AM,11/24/2025 9:30 AM,School Tour,,Elementary,
275066,Wilkerson Elementary,(502) 485-8351,,,School Tour,Tours are 8:00 AM-1:00 PM,Elementary,
275117,Wilt Elementary,(502) 485-8353,,,School Tour,Tours are 10/27-12/12,Elementary,
275374,Young Elementary at Engelhard,(502) 485-8246,,,School Tour,,Elementary,
275078,Zachary Taylor Elementary,(502) 485-8336,,,School Tour,,Elementary,
275040,Barret Traditional Middle,(502) 485-8207,11/18/2025 5:30 PM,11/18/2025 7:30 PM,Open House,,Middle,
275040,Barret Traditional Middle,(502) 485-8207,12/3/2025 8:00 AM,12/3/2025 9:00 AM,School Tour,,Middle,[Register via this link](https://docs.google.com/forms/d/e/1FAIpQLSfsIRIo159SIiPXIZKk2FKIBUCwXfCInLE3IbM5DAvbJhe0tA/viewform)
275040,Barret Traditional Middle,(502) 485-8207,12/3/2025 9:30 AM,12/3/2025 10:30 AM,School Tour,,Middle,[Register via this link](https://docs.google.com/forms/d/e/1FAIpQLSfsIRIo159SIiPXIZKk2FKIBUCwXfCInLE3IbM5DAvbJhe0tA/viewform)
275040,Barret Traditional Middle,(502) 485-8207,12/10/2025 8:00 AM,12/10/2025 9:00 AM,School Tour,,Middle,[Register via this link](https://docs.google.com/forms/d/e/1FAIpQLSfsIRIo159SIiPXIZKk2FKIBUCwXfCInLE3IbM5DAvbJhe0tA/viewform)
275040,Barret Traditional Middle,(502) 485-8207,12/10/2025 9:30 AM,12/10/2025 10:30 AM,School Tour,,Middle,[Register via this link](https://docs.google.com/forms/d/e/1FAIpQLSfsIRIo159SIiPXIZKk2FKIBUCwXfCInLE3IbM5DAvbJhe0tA/viewform)
275167,Carrithers Middle,(502) 485-8224,11/13/2025 6:00 PM,11/13/2025 7:00 PM,Open House,,Middle,
275164,Conway Middle,(502) 485-8233,,,School Tour,,Middle,
275119,Crosby Middle,,11/5/2025 5:30 PM,11/5/2025 7:30 PM,School Tour,,Middle,
2751911,W.E.B. DuBois Academy,,10/20/2025 9:00 AM,10/20/2025 10:00 AM,School Tour,,Middle,
2751911,W.E.B. DuBois Academy,,10/29/2025 9:00 AM,10/29/2025 10:00 AM,School Tour,,Middle,
2751911,W.E.B. DuBois Academy,,11/5/2025 6:00 PM,11/5/2025 7:00 PM,School Tour,,Middle,
2751911,W.E.B. DuBois Academy,,11/12/2025 9:00 AM,11/12/2025 10:00 AM,School Tour,,Middle,
2751911,W.E.B. DuBois Academy,,11/19/2025 9:00 AM,11/19/2025 10:00 AM,School Tour,,Middle,
275255,Echo Trail Middle School,,11/6/2025 5:00 PM,,Open House,,Middle,
275255,Echo Trail Middle School,,11/6/2025 5:30 PM,,Open House,,Middle,
275255,Echo Trail Middle School,,11/6/2025 6:00 PM,,Open House,,Middle,
275255,Echo Trail Middle School,,11/6/2025 6:30 PM,,Open House,,Middle,
275255,Echo Trail Middle School,,11/6/2025 7:00 PM,,Open House,,Middle,
275255,Echo Trail Middle School,,11/13/2025 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,11/18/2025 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,11/20/2025 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,12/2/2025 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,12/4/2025 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,12/9/2025 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,12/11/2025 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,2/5/2026 7:45 AM,,School Tour,,Middle,
275255,Echo Trail Middle School,,3/12/2026 7:45 AM,,School Tour,,Middle,
275049,Farnsley Middle,,10/30/2025 6:00 PM,10/30/2025 7:30 PM,Open House,,Middle,
2758001,Grace M. James Academy of Excellence,,11/4/2025 6:30 PM,,Open House,,Middle,
275320,Highland Middle,,10/28/2025 9:00 AM,10/28/2025 10:00 AM,School Tour,,Middle,
275320,Highland Middle,,11/5/2025 9:00 AM,11/5/2025 10:00 AM,School Tour,,Middle,
275320,Highland Middle,,11/11/2025 9:00 AM,11/11/2025 10:00 AM,School Tour,,Middle,
275320,Highland Middle,,11/13/2025 5:30 PM,11/13/2025 7:30 PM,Open House,,Middle,
275406,Hudson Middle School,(502) 485-8187,,,School Tour,,Middle,
27516511,J. Graham Brown School,,11/7/2025 8:30 AM,,School Tour,,Middle,
27516511,J. Graham Brown School,,11/11/2025 8:30 AM,,School Tour,,Middle,
27516511,J. Graham Brown School,,11/18/2025 8:30 AM,,School Tour,,Middle,
27516511,J. Graham Brown School,,12/5/2025 8:30 AM,,School Tour,,Middle,
27516511,J. Graham Brown School,,12/17/2025 8:30 AM,,School Tour,,Middle,
275396,Jefferson County Traditional Middle,,11/17/2025 6:00 PM,11/17/2025 7:30 PM,School Tour,,Middle,
275470,Johnson Traditional Middle,,10/30/2025 9:00 AM,10/30/2025 10:00 AM,Open House,Call to confirm time,Middle,
275470,Johnson Traditional Middle,,11/6/2025 9:00 AM,11/6/2025 10:00 AM,School Tour,,Middle,
275470,Johnson Traditional Middle,,11/13/2025 9:00 AM,11/13/2025 10:00 AM,School Tour,,Middle,
275470,Johnson Traditional Middle,,11/20/2025 9:00 AM,11/20/2025 10:00 AM,School Tour,,Middle,
275470,Johnson Traditional Middle,,12/4/2025 9:00 AM,12/4/2025 10:00 AM,School Tour,,Middle,
275162,Kammerer Middle,,10/30/2025 5:30 PM,10/30/2025 7:00 PM,Open House,,Middle,
275163,Knight Middle,(502) 485-8287,,,School Tour,,Middle,
275133,Lassiter Middle,(502) 485-8288,,,School Tour,,Middle,
275340,Meyzeek Middle,(502) 485-8299,11/5/2025 5:30 PM,11/5/2025 7:30 PM,Open House,,Middle,
275340,Meyzeek Middle,(502) 485-8299,,,School Tour,Tours are M-F from 9:00-10:30 AM,Middle,
275041,Newburg Middle,,10/31/2025 9:00 AM,10/31/2025 10:00 AM,School Tour,,Middle,
275041,Newburg Middle,,11/7/2025 9:00 AM,11/7/2025 10:00 AM,School Tour,,Middle,
275041,Newburg Middle,,11/13/2025 5:30 PM,11/13/2025 7:00 PM,Open House,,Middle,
275041,Newburg Middle,,11/14/2025 9:00 AM,11/14/2025 10:00 AM,School Tour,,Middle,
275041,Newburg Middle,,11/21/2025 9:00 AM,11/21/2025 10:00 AM,School Tour,,Middle,
275041,Newburg Middle,,12/5/2025 9:00 AM,12/5/2025 10:00 AM,School Tour,,Middle,
275041,Newburg Middle,,12/12/2025 9:00 AM,12/12/2025 10:00 AM,School Tour,,Middle,
275041,Newburg Middle,,12/19/2025 9:00 AM,12/19/2025 10:00 AM,School Tour,,Middle,
275186,Newcomer Academy,(502) 398-3125,,,School Tour,Tours are 8:00 AM-2:00 PM,Middle,
275435,Noe Middle,,11/6/2025 6:00 PM,,Open House,,Middle,
275435,Noe Middle,,11/12/2025 9:30 AM,,School Tour,,Middle,
275435,Noe Middle,,11/14/2025 9:30 AM,,School Tour,,Middle,
275435,Noe Middle,,11/18/2025 9:30 AM,,School Tour,,Middle,
275620,Olmsted Academy North,(502) 485-8331,,,School Tour,,Middle,
275730,Olmsted Academy South,,10/28/2025 9:05 AM,10/28/2025 9:45 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/30E0C49A4A72AA7F94-58512953-olmsted)
275730,Olmsted Academy South,,11/18/2025 9:05 AM,11/18/2025 9:45 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/30E0C49A4A72AA7F94-58512953-olmsted)
275730,Olmsted Academy South,,12/3/2025 9:05 AM,12/3/2025 9:45 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/30E0C49A4A72AA7F94-58512953-olmsted)
275730,Olmsted Academy South,,12/9/2025 9:05 AM,12/9/2025 9:45 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/30E0C49A4A72AA7F94-58512953-olmsted)
2752011,Phoenix School of Discovery,(502) 212-4547,,,School Tour,,Middle,
275219,Ramsey Middle,(502) 485-8391,11/4/2025 5:30 PM,11/4/2025 7:00 PM,School Tour,Or call to schedule alternate day,Middle,
275144,Stuart Middle School,,11/10/2025 5:30 PM,11/10/2025 7:00 PM,School Tour,,Middle,
275090,Thomas Jefferson Middle,(502) 485-8273,,,School Tour,,Middle,
275710,Western Middle School for the Arts,,10/29/2025 7:00 PM,,Open House,,Middle,
275710,Western Middle School for the Arts,,11/12/2025 9:00 AM,,School Tour,,Middle,
275710,Western Middle School for the Arts,,11/17/2025 12:00 PM,,School Tour,,Middle,
275710,Western Middle School for the Arts,,11/19/2025 9:00 AM,,School Tour,,Middle,
275710,Western Middle School for the Arts,,11/24/2025 12:00 PM,,School Tour,,Middle,
275710,Western Middle School for the Arts,,12/3/2025 9:00 AM,,School Tour,,Middle,
275710,Western Middle School for the Arts,,12/8/2025 12:00 PM,,School Tour,,Middle,
275710,Western Middle School for the Arts,,12/10/2025 9:00 AM,,School Tour,,Middle,
275077,Westport Middle,,11/6/2025 5:30 PM,11/6/2025 7:00 PM,Open House,,Middle,
275077,Westport Middle,,,,School Tour,Tours on select Tuesdays/Thursdays at 9:00 AM. See Westport Website for School Tour Sign Up,Middle,
275049,Farnsley Middle,,11/4/2025 8:45 AM,11/4/2025 9:30 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/70A0448A9AF23A7FE3-farnsley2#/)
275049,Farnsley Middle,,11/6/2025 8:45 AM,11/6/2025 9:30 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/70A0448A9AF23A7FE3-farnsley2#/)
275049,Farnsley Middle,,11/11/2025 8:45 AM,11/11/2025 9:30 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/70A0448A9AF23A7FE3-farnsley2#/)
275049,Farnsley Middle,,11/13/2025 8:45 AM,11/13/2025 9:30 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/70A0448A9AF23A7FE3-farnsley2#/)
275049,Farnsley Middle,,11/18/2025 8:45 AM,11/18/2025 9:30 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/70A0448A9AF23A7FE3-farnsley2#/)
275049,Farnsley Middle,,11/20/2025 8:45 AM,11/20/2025 9:30 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/70A0448A9AF23A7FE3-farnsley2#/)
275049,Farnsley Middle,,11/25/2025 8:45 AM,11/25/2025 9:30 AM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/70A0448A9AF23A7FE3-farnsley2#/)
2758001,Grace M. James Academy of Excellence,,10/22/2025 1:00 PM,10/22/2025 2:00 PM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758001,Grace M. James Academy of Excellence,,11/19/2025 1:00 PM,11/19/2025 2:00 PM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758001,Grace M. James Academy of Excellence,,12/3/2025 1:00 PM,12/3/2025 2:00 PM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758001,Grace M. James Academy of Excellence,,12/10/2025 1:00 PM,12/10/2025 2:00 PM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758001,Grace M. James Academy of Excellence,,12/17/2025 1:00 PM,12/17/2025 2:00 PM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758001,Grace M. James Academy of Excellence,,1/21/2026 1:00 PM,1/21/2026 2:00 PM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
2758001,Grace M. James Academy of Excellence,,2/18/2026 1:00 PM,2/18/2026 2:00 PM,School Tour,,Middle,[Register via this link](https://www.signupgenius.com/go/409044CAAAD2DABFC1-57215177-2526#/)
